uniprot_id,median_tm,n_datasets
L1TD1,54.74,1
O75144_ICOSLG,54.74,2
P36639-4_NUDT1,54.75,20
F5GX77_TRMT112,54.75,4
P09471-2_GNAO1,54.75,2
O60271_SPAG9,54.75,7
O96007_MOCS2,54.75,10
P35244_RPA3,54.75,17
K7EIK7_EML2,54.75,4
P22466_GAL,54.75,9
Q92581-2_SLC9A6,54.75,3
E7ER89_PAPSS2,54.75,4
Q9HAU0_PLEKHA5,54.75,11
Q8TCT6-3_SPPL3,54.75,1
P06396-3_GSN,54.75,1
Q8IZP0-10_ABI1,54.75,8
B7Z9X4_NDRG4,54.76,2
H3BSW0_LRRC57,54.76,4
J3KQG4_GBA,54.76,19
Q08554-2_DSC1,54.76,3
Q14980_NUMA1,54.76,13
I3L4X7_GPS2,54.76,5
Q6ZWT7_MBOAT2,54.76,7
H3BPF5_RPGRIP1L,54.76,1
Q32P28-3_LEPRE1,54.76,1
P49638_TTPA,54.76,4
K7EKI4_MRPL4,54.76,6
O60234_GMFG,54.76,14
B5AK60_ABCB1,54.76,2
D6RIU2_CLDND1,54.76,2
Q9C0C7-6_AMBRA1,54.76,2
Q7Z7L7_ZER1,54.77,6
Q9BVC4-3_MLST8,54.77,2
Q6PIJ6_FBXO38,54.77,4
E9PEE8_ITGB6,54.77,6
Q96PZ0_PUS7,54.77,21
Q9Y6W5_WASF2,54.77,13
Q53S33_BOLA3,54.77,13
B4DJR4_RNFT1,54.77,1
Q8IUC8-2_GALNT13,54.77,2
E9PGQ0_SLC25A44,54.77,3
Q96K83_ZNF521,54.77,2
P50148_GNAQ,54.78,14
Q9GZY4_COA1,54.78,4
Q658Y4_FAM91A1,54.78,8
B1AKC7_RASAL2,54.78,3
I3L2J0_CIC,54.78,13
P29323-2_EPHB2,54.78,6
P46976-2_GYG1,54.78,20
P56524_HDAC4,54.78,15
Q15014_MORF4L2,54.78,6
Q5T5U3_ARHGAP21,54.78,11
Q96EN8_MOCOS,54.78,13
Q8N9D7_PTK2,54.78,2
Q9Y5K3-2_PCYT1B,54.78,2
A6PW79_MB21D1,54.78,1
B3KSI3_BCAT2,54.78,4
C9J173_INPP1,54.78,4
P35637-2_FUS,54.78,6
O75095_MEGF6,54.78,2
B4E1J0_PBXIP1,54.79,6
Q16623-3_STX1A,54.79,1
J3KP68_ETNK2,54.79,1
P11532-5_DMD,54.79,1
B4DS52_TXNDC15,54.79,3
P16473_TSHR,54.79,1
C8ORF83,54.79,1
Q5U5Q3_MEX3C,54.8,6
Q96IQ9-2_ZNF414,54.8,4
Q9BT78_COPS4,54.8,22
P05976-2_MYL1,54.8,2
A6NLG9_BGN,54.8,2
P36969-2_GPX4,54.8,22
Q13637_RAB32,54.8,10
Q8TCA0_LRRC20,54.8,19
Q99460_PSMD1,54.8,22
Q9NSE4_IARS2,54.8,21
Q5TBH9_C1orf131,54.8,2
Q6PIR0_CENPC1,54.8,4
Q9NSA3_CTNNBIP1,54.8,12
O15439_ABCC4,54.8,1
Q8IXM6-2_NRM,54.8,3
F5H5A3_MAP4K3,54.8,3
O15231-4_ZNF185,54.8,1
G3XAK4_PON2,54.8,1
Q8IXT5_RBM12B,54.8,2
STX7,54.8,13
Q969Q0_RPL36AL,54.8,10
E9PS00_FADS3,54.8,6
F8W145_CNOT2,54.8,2
Q13216_ERCC8,54.8,6
Q8ND25_ZNRF1,54.8,2
C9J0K6_SRI,54.81,20
P42025_ACTR1B,54.81,20
P55345_PRMT2,54.81,4
Q15697-2_ZNF174,54.81,1
C9JYJ6_FILIP1L,54.81,1
Q14687_GSE1,54.81,1
F8WAD8_ADAM22,54.81,6
B7Z7F9_GRB14,54.81,4
H0YCP7_TSTA3,54.81,2
P28482_MAPK1,54.82,22
Q02543_RPL18A,54.82,12
Q16181_SEPT7,54.82,19
Q96AG4_LRRC59,54.82,22
E9PRM7_SLC22A18,54.82,8
Q969X5-2_ERGIC1,54.82,13
F6YA60_ITFG2,54.82,3
Q8N5Z0_AADAT,54.82,4
K7EM11_GIPC1,54.82,1
J3QTL0_TTC40,54.82,1
E9PJD7_CYHR1,54.83,22
K7EIJ0_WBP2,54.83,10
O95881_TXNDC12,54.83,20
Q96I51_WBSCR16,54.83,18
Q15800_MSMO1,54.83,8
Q9UJ14-5_GGT7,54.83,2
Q8NI35_INADL,54.83,6
Q9BV20_MRI1,54.83,22
O00462_MANBA,54.83,17
H7BY22_ZBTB44,54.83,4
Q9H1X3_DNAJC25,54.83,2
O00300_TNFRSF11B,54.83,3
Q5HY62_CXorf40B,54.83,4
P08236_GUSB,54.83,2
Q9BRT6_LLPH,54.83,2
Q9NUP1_BLOC1S4,54.84,20
P26583_HMGB2,54.84,12
B7ZAX5_GALK2,54.84,9
Q92905_COPS5,54.84,21
P02649_APOE,54.84,13
P31948_STIP1,54.84,11
Q15800-2_MSMO1,54.84,5
O43566-5_RGS14,54.84,3
E9PP36_RPL8,54.84,2
P55268_LAMB2,54.84,12
Q5JTV8_TOR1AIP1,54.85,13
K7ELN3_DNAH17,54.85,2
P05166_PCCB,54.85,6
Q5TC82_RC3H1,54.86,2
Q8WUA7-3_TBC1D22A,54.86,6
Q9UHN6-2_TMEM2,54.86,8
Q16659_MAPK6,54.86,4
P48739_PITPNB,54.86,22
Q3MHD2_LSM12,54.86,22
Q96EE3_SEH1L,54.86,17
Q9Y2E4_DIP2C,54.86,8
Q13405_MRPL49,54.86,8
F5H721_WBP11,54.86,7
Q5T985_ITIH2,54.86,6
Q3KQU3-2_MAP7D1,54.86,6
P82979_SARNP,54.86,2
Q9NX24_NHP2,54.87,8
P23141_CES1,54.87,2
P61201_COPS2,54.87,22
Q01804_OTUD4,54.87,7
O75306-2_NDUFS2,54.87,7
H0YGG7_,54.87,1
O00194_RAB27B,54.87,4
Q92989_CLP1,54.87,2
Q29963_HLA-C,54.87,2
O14867_BACH1,54.88,10
P35221_CTNNA1,54.88,22
Q9BXS5_AP1M1,54.88,8
Q9Y243-2_AKT3,54.88,8
Q16610_ECM1,54.88,10
I3L1H5_DPH1,54.88,19
J3QR09_RPL19,54.88,15
P52799_EFNB2,54.88,5
D6REB5_IDUA,54.88,5
Q9H3N1_TMX1,54.88,16
Q66PJ3_ARL6IP4,54.88,8
H0YLW6_SHF,54.88,2
P12270_TPR,54.89,17
P55265-5_ADAR,54.89,6
Q6SJ93_FAM111B,54.89,2
H0YEN6_TM7SF2,54.89,1
P13498_CYBA,54.89,13
Q12796_PNRC1,54.89,1
PRPF19,54.89,33
Q9UEL6_MPZL1,54.89,8
Q9BU64_CENPO,54.89,4
Q09028-4_RBBP4,54.89,2
Q9UMX5_NENF,54.89,4
Q9UJ41-2_RABGEF1,54.89,6
Q8IUW5_RELL1,54.89,4
Q9H082_RAB33B,54.9,15
P82980_RBP5,54.9,7
Q9H8M2_BRD9,54.9,1
F6XIH0_ATP7B,54.9,1
P04745_AMY1A,54.9,2
Q7Z5L7_PODN,54.9,1
Q70E73_RAPH1,54.9,6
Q96S38_RPS6KC1,54.9,6
Q9Y547_HSPB11,54.9,10
B7Z4U0_TOMM40L,54.9,2
P49407-2_ARRB1,54.91,14
Q13885_TUBB2A,54.91,22
Q9BYT8_NLN,54.91,22
Q9UQN3_CHMP2B,54.91,8
Q12912-2_LRMP,54.91,4
Q9UI30_TRMT112,54.91,18
Q9UJY1_HSPB8,54.91,6
Q8TB36_GDAP1,54.91,6
H0YBZ2_CD74,54.91,1
Q5VV89_MGST3,54.91,3
O75436_VPS26A,54.91,22
P17542_TAL1,54.92,2
Q13557-8_CAMK2D,54.92,8
Q9H2U2_PPA2,54.92,22
H0YN78_C15orf57,54.92,7
Q5QNZ2_ATP5F1,54.92,14
Q9BVG9_PTDSS2,54.92,9
Q9Y421-3_FAM32A,54.92,1
Q6IQ55-2_TTBK2,54.92,2
B4DP61_SMN1,54.92,2
Q16630_CPSF6,54.92,4
Q13554-7_CAMK2B,54.92,1
C9JP32_SMARCAL1,54.92,1
PELP1,54.92,31
F5H1I4_HELB,54.92,4
F8W1T6_RBMS2,54.93,3
O43303-2_CCP110,54.93,4
P38606_ATP6V1A,54.93,15
Q8WUN7_UBTD2,54.93,7
Q14244_MAP7,54.93,5
B5MBX5_LBH,54.93,7
Q13813-2_SPTAN1,54.93,10
P05067-7_APP,54.93,3
P22760_AADAC,54.93,1
RPL36AL,54.93,2
B4DHE1_RPS6KC1,54.94,4
Q9Y2G2-4_CARD8,54.94,8
Q9BTZ2-8_DHRS4,54.94,4
F5H2B9_UACA,54.94,4
O00629_KPNA4,54.94,22
O94964-2_SOGA1,54.94,4
Q14814-4_MEF2D,54.94,11
A6NDJ8_,54.94,8
H0YLY9_PIGH,54.94,5
P46087-2_NOP2,54.94,7
Q96DA6_DNAJC19,54.94,5
C9JE15_ADCK2,54.94,1
Q7Z6B7-2_SRGAP1,54.94,3
B4DE60_REEP2,54.94,3
Q9UJ14_GGT7,54.94,2
P83876_TXNL4A,54.94,6
O76071_CIAO1,54.95,22
Q13542_EIF4EBP2,54.95,14
Q5TZA2_CROCC,54.95,13
Q68CP9_ARID2,54.95,4
Q9HD47-2_RANGRF,54.95,14
Q9UQB8-3_BAIAP2,54.95,7
G3V5N7_FOS,54.95,1
P46952_HAAO,54.95,4
O95613_PCNT,54.95,4
H0YNH6_EMC9,54.96,6
O43815_STRN,54.96,17
P62195-2_PSMC5,54.96,21
Q6PCB5_RSBN1L,54.96,11
C9JBL1_SPCS1,54.96,3
Q9UNZ2-5_NSFL1C,54.96,3
B5MC20_JMJD7,54.96,2
Q9NQR4_NIT2,54.97,22
H7C0I1_AVL9,54.97,2
B4DYB4_NUP35,54.97,18
O14744-2_PRMT5,54.97,1
Q96AB3_ISOC2,54.97,17
Q9NVZ3_NECAP2,54.97,22
Q9NWS1-5_PARPBP,54.97,2
Q9NS69_TOMM22,54.97,7
E9PRM4_CYB5R2,54.97,3
A0AVI4_TMEM129,54.97,4
E9PFD7_EGFR,54.97,3
Q6UWE0-2_LRSAM1,54.97,1
P36578_RPL4,54.98,11
P07478_PRSS2,54.98,1
P98172_EFNB1,54.98,13
Q5JU69_TOR2A,54.98,13
Q8IV08_PLD3,54.98,22
Q96DT5_DNAH11,54.98,4
K7ENC0_FUT5,54.98,2
P05155_SERPING1,54.98,4
Q14004_CDK13,54.99,4
Q86WV7_CCDC43,54.99,12
Q9NTJ4-3_MAN2C1,54.99,12
P07099_EPHX1,54.99,15
E9PQZ2_ST3GAL4,54.99,3
E5RI87_RNF130,54.99,3
H0Y3A0_RPL35,54.99,9
Q96MH2_HEXIM2,54.99,3
P06276_BCHE,54.99,2
Q2TAM9_TUSC1,54.99,2
Q96RQ1_ERGIC2,54.99,4
Q9BRB3-2_PIGQ,54.99,1
P49959_MRE11A,54.99,22
Q8NCY6_MSANTD4,54.99,2
O15392-5_BIRC5,55.0,2
D6REP5_GRAMD3,55.0,2
Q92688_ANP32B,55.0,5
G8JL88_APOL1,55.0,4
B1ALG6_HELLS,55.0,1
Q9ULI2-2_RIMKLB,55.0,1
B1ALB7_NCF2,55.0,1
P30260_CDC27,55.0,10
A8MWY0_KIAA1324L,55.0,8
Q9H9G7-2_AGO3,55.0,2
Q9UL26_RAB22A,55.01,20
Q7Z6V5_ADAT2,55.01,11
O75781_PALM,55.01,5
Q5T1Z0_LHPP,55.01,5
Q9Y6M4_CSNK1G3,55.01,3
Q12906-5_ILF3,55.01,1
Q8N2H3_PYROXD2,55.01,5
E5RGX8_KIAA0146,55.01,1
Q2VPS2_STX1B,55.01,3
Q6PCE3_PGM2L1,55.01,14
Q9BSU1_C16orf70,55.01,14
Q9Y2J2-2_EPB41L3,55.01,8
B4DEM7_CCT8,55.01,2
J3KQ34_COPS7B,55.02,16
O95365_ZBTB7A,55.02,16
O95231_VENTX,55.02,13
P23634-7_ATP2B4,55.02,8
Q5U623_ATF7IP2,55.02,2
Q13162_PRDX4,55.02,7
H0Y612_TRIM33,55.02,6
Q9H9Q4_NHEJ1,55.02,4
C9J2V2_IKBKG,55.03,6
Q9UDX3_SEC14L4,55.03,2
Q04917_YWHAH,55.03,22
Q6FI81-3_CIAPIN1,55.03,13
Q8N9N8_EIF1AD,55.03,9
Q9BU61_NDUFAF3,55.03,15
Q16630-2_CPSF6,55.03,2
Q96CG8_CTHRC1,55.03,4
E9PEI0_CDCA2,55.03,2
Q92673_SORL1,55.03,4
Q96C01_FAM136A,55.04,7
M0R081_CLEC11A,55.04,1
Q9H3C7_GGNBP2,55.04,9
Q6IV72_ZNF425,55.04,1
A6NJX6_CHCHD1,55.04,6
Q8IUX7_AEBP1,55.04,2
P09601_HMOX1,55.04,12
P00915_CA1,55.05,2
Q96S90-2_LYSMD1,55.05,2
P04275_VWF,55.05,2
P05107_ITGB2,55.05,2
P78537-2_BLOC1S1,55.05,2
D6RBV2_LMAN2,55.05,3
P28838-2_LAP3,55.05,17
D3DWC4_TMEM23,55.05,4
P23508_MCC,55.05,4
C9J4Z3_RPL37A,55.05,4
Q6IPU0_CENPP,55.05,3
Q5T2Z0_PSRC1,55.05,1
Q14019_COTL1,55.05,22
Q6ZVM7_TOM1L2,55.05,10
J3QSE5_LCAT,55.05,2
P43694_GATA4,55.06,2
B1N949_PPFIA4,55.06,2
B7Z254_PDIA6,55.06,20
Q86YH6_PDSS2,55.06,22
K7EPJ5_MGRN1,55.06,4
P45381_ASPA,55.06,5
Q14011_CIRBP,55.07,10
Q08174-2_PCDH1,55.07,2
H0Y3A3_DAB2IP,55.07,3
M0QYF4_PIH1D1,55.07,1
P47224_RABIF,55.08,16
Q92859-3_NEO1,55.08,4
Q92989-2_CLP1,55.08,4
Q96T21_SECISBP2,55.08,2
O75387_SLC43A1,55.08,8
B8ZZC8_METTL5,55.08,2
H8Y6P7_GCOM1,55.08,4
P04350_TUBB4A,55.08,17
Q9BQC3_DPH2,55.08,19
F5GX39_TMED2,55.08,1
Q8N9V3-2_WDSUB1,55.08,14
Q9NZB2_FAM120A,55.08,7
C0H5X6_PEX7,55.08,7
O95628-5_CNOT4,55.08,7
I3L0N0_ZNF263,55.08,1
C9JA07_COA1,55.08,3
O75154-2_RAB11FIP3,55.08,2
B7Z583_TANGO2,55.08,4
H0Y304_DMD,55.08,2
A8MVW0_FAM171A2,55.09,6
F5H2M7_WNK1,55.09,2
P08575_PTPRC,55.09,2
E9PDX3_KIF13A,55.09,2
E7ER32_MKL1,55.09,5
Q9HAD4_WDR41,55.09,9
P25786_PSMA1,55.09,11
P53370-2_NUDT6,55.09,1
Q9H329-2_EPB41L4B,55.09,1
Q9H4X1-2_RGCC,55.09,2
Q6IN85-2_SMEK1,55.09,10
P62995-3_TRA2B,55.09,8
C9JM82_SEPT5,55.09,4
P37235_HPCAL1,55.1,18
P31946_YWHAB,55.1,11
Q86VS8_HOOK3,55.1,20
Q5SNT6_FAM21B,55.1,3
Q96Q83_ALKBH3,55.1,15
H0Y8P4_UTP15,55.1,4
P51948-2_MNAT1,55.1,9
B4E3Q4_CECR1,55.1,6
O60240_PLIN1,55.1,1
E7ET96_TNIP1,55.11,4
P00450_CP,55.11,6
Q96BH1_RNF25,55.11,15
E9PM17_PAK1,55.11,1
Q7Z6V5-2_ADAT2,55.11,5
Q9BRX8-2_FAM213A,55.11,6
F5GXW6_BRI3,55.11,1
H3BT12_FEM1B,55.11,4
P56597_NME5,55.11,2
E9PHG5_CYP20A1,55.12,14
P51808_DYNLT3,55.12,5
Q8IYN9_PTK2,55.12,8
Q9UJ41_RABGEF1,55.12,5
Q69YU5_C12orf73,55.12,5
H0YBG3_MYC,55.12,1
E1P5H9_SLCO4A1,55.12,1
Q7Z7E8-2_UBE2Q1,55.12,1
Q8IVS2_MCAT,55.12,18
Q92536_SLC7A6,55.12,6
O60449-2_LY75,55.12,2
O60671_RAD1,55.12,14
O95379-3_TNFAIP8,55.12,2
Q9UK99_FBXO3,55.13,8
Q96D15_RCN3,55.13,4
P14210-3_HGF,55.13,2
O94830_DDHD2,55.13,18
Q5VWQ0_RSBN1,55.13,10
B7ZBB8_PPP1R3G,55.13,7
Q0JRZ9-3_FCHO2,55.13,1
B1AJZ9-4_FHAD1,55.13,3
P29016_CD1B,55.13,1
P09917-2_ALOX5,55.13,1
Q7L099-3_RUFY3,55.14,2
P47755_CAPZA2,55.14,22
P51610_HCFC1,55.14,4
Q13813_SPTAN1,55.14,15
Q5VYX0-2_RNLS,55.14,9
Q9Y2H0-3_DLGAP4,55.14,14
F5H8J1_ATP9B,55.14,1
B1AVQ7_MUC1,55.14,2
Q8NB49-3_ATP11C,55.14,6
Q6P179-3_ERAP2,55.14,2
Q8N1I0_DOCK4,55.15,5
E7ERC6_ATP2C1,55.15,11
Q5SYW2_CIZ1,55.15,3
O00716_E2F3,55.16,2
Q03164-2_MLL,55.16,1
Q8N4C8-4_MINK1,55.16,1
B4DFI9_HUS1,55.16,10
O14770-6_MEIS2,55.16,2
P80217_IFI35,55.17,22
Q9NT62_ATG3,55.17,21
P39687_ANP32A,55.17,8
B3KTR6_MXRA8,55.17,5
H3BVD9_SPINT1,55.17,2
O75170-4_PPP6R2,55.17,9
Q7Z7L9_ZSCAN2,55.17,1
O75223_GGCT,55.17,22
Q9NW82_WDR70,55.17,22
A6NGZ7_,55.17,2
Q12974_PTP4A2,55.18,16
Q8WWM7_ATXN2L,55.18,19
Q9P203_BTBD7,55.18,1
P35869_AHR,55.18,3
O43684_BUB3,55.18,13
A8MTG8_ARMC8,55.18,7
Q9UBC3-6_DNMT3B,55.18,2
Q96KN8-2_HRASLS5,55.18,1
O94979-6_SEC31A,55.18,2
E9PRR7_FRG1,55.18,1
O94868_FCHSD2,55.19,2
Q86SQ9-3_DHDDS,55.19,10
O14744_PRMT5,55.19,22
Q5TDH0_DDI2,55.19,22
O43766_LIAS,55.19,14
F5H4I5_ITM2C,55.19,2
H0YAJ5_APBB2,55.19,7
Q9C0H9-5_SRCIN1,55.19,3
Q86TW2-2_ADCK1,55.19,1
Q8WVB3_HEXDC,55.2,6
Q96IF1_AJUBA,55.2,10
Q32MZ4-4_LRRFIP1,55.2,4
O94929-2_ABLIM3,55.2,4
Q16082_HSPB2,55.2,2
F8WJN3_CPSF6,55.2,15
Q00688_FKBP3,55.2,14
Q13573_SNW1,55.2,13
Q9Y281_CFL2,55.2,19
O15347_HMGB3,55.2,10
J3KRG2_GSDMA,55.2,2
Q14978_NOLC1,55.2,2
Q8N584_TTC39C,55.2,8
Q96DZ1_ERLEC1,55.2,6
Q8WWI1-3_LMO7,55.2,1
Q5JVP3_PTGR1,55.2,1
Q5T670_MCM10,55.2,1
A6NIT2_PHKA1,55.2,1
F5H456_RRP12,55.2,2
Q8TD55_PLEKHO2,55.2,2
Q9UKX5_ITGA11,55.2,1
P48454-2_PPP3CC,55.2,6
Q9BW27_NUP85,55.2,16
P47756-2_CAPZB,55.21,13
Q15257_PPP2R4,55.21,18
Q8N5L8_RPP25L,55.21,17
Q9NQS7-2_INCENP,55.21,2
Q7Z7G8-2_VPS13B,55.21,5
H0Y990_ABCE1,55.21,1
Q969R5_L3MBTL2,55.21,3
Q5SVS4_SLC25A30,55.21,1
Q9Y6N9-5_USH1C,55.22,2
Q7KYR7_BTN2A1,55.22,4
Q5TFE4_NT5DC1,55.22,22
C9JUP7_VCP,55.22,5
Q8WZ42-3_TTN,55.22,3
A7XYQ1_SOBP,55.22,2
E9PN58_SIRT3,55.22,1
ATP10B,55.22,1
P25445-6_FAS,55.23,4
P23409_MYF6,55.23,11
H7C261_PCLO,55.23,3
Q7Z3D4_LYSMD3,55.24,15
Q9NZB2-4_FAM120A,55.24,3
Q5VST6_ABHD17B,55.24,7
Q86VH3_hCG_1980662,55.24,1
Q04721_NOTCH2,55.24,7
P07360_C8G,55.24,3
B5MCU0_R3HDM2,55.25,6
Q5SX86_GDI2,55.25,6
Q7KYR7-6_BTN2A1,55.25,1
Q9NVA1_UQCC,55.25,5
H7C331_SDCCAG3,55.25,6
Q13033-2_STRN3,55.25,22
F5H149_CCDC180,55.25,2
A8MTT3_hCG_1988162,55.25,4
A8MXQ1_PTTG1IP,55.26,4
Q93062-4_RBPMS,55.26,5
P28066_PSMA5,55.26,15
O94992_HEXIM1,55.26,3
D6R905_EXOSC9,55.26,1
Q96RN5_MED15,55.26,2
Q86U70-3_LDB1,55.27,14
Q9NRC6_SPTBN5,55.27,4
E9PCN2_GUCY1B3,55.27,2
P09038-2_FGF2,55.27,11
Q05639_EEF1A2,55.27,19
C9JXA7_LAMTOR4,55.27,1
J3QKZ6_C17orf62,55.27,1
Q16878_CDO1,55.27,3
Q6KB66-2_KRT80,55.27,1
Q86UU0-4_BCL9L,55.27,3
P0C0L4_C4A,55.27,1
Q7Z7M9_GALNT5,55.28,9
E9PK47_PYGL,55.28,2
K7EQG1_QPCTL,55.28,5
F5GYQ1_ATP6V0D1,55.28,12
C9JZP6_DHRS2,55.28,10
E7EUE1_ABCD3,55.28,2
P84077_ARF1,55.29,17
Q99714_HSD17B10,55.29,22
Q9NV06_DCAF13,55.29,16
Q9Y2Z9-3_COQ6,55.29,14
Q93075_TATDN2,55.29,4
E7EM64_COPS6,55.3,22
Q8N543_OGFOD1,55.3,4
Q96B02-2_UBE2W,55.3,2
A6NLH6_CNIH4,55.3,6
Q16658_FSCN1,55.3,22
Q9Y223-5_GNE,55.3,1
J3KTH2_TAF4B,55.3,1
H7C3G9_NAGK,55.3,5
B4DKJ3_COMP,55.3,5
Q96NB3_ZNF830,55.3,3
Q9H0E9-2_BRD8,55.3,10
Q9Y2Z2-2_MTO1,55.3,2
Q7Z5L9-2_IRF2BP2,55.3,10
Q9P273_TENM3,55.3,2
J3QSW1_SAMD4A,55.3,2
Q13492-3_PICALM,55.31,15
I3L0B8_SLC25A52,55.31,5
H3BSB6_SLC7A6,55.31,2
Q9P1U1_ACTR3B,55.31,11
P02533_KRT14,55.31,3
Q6PJZ0_RAB17,55.31,3
E7ETU5_RBMS1,55.31,12
P56385_ATP5I,55.31,8
Q49AR2-2_C5orf22,55.31,2
B1AKT3_TMED5,55.31,2
P50502_ST13,55.32,22
Q6P1X6_C8orf82,55.32,14
H0Y507_SH3PXD2A,55.32,3
Q86VQ2_WASF3,55.32,7
Q96D53-2_ADCK4,55.32,1
E7EV62_ARFGAP1,55.33,4
Q12955-6_ANK3,55.33,2
Q96AJ9-1_VTI1A,55.33,6
Q8NBF6-2_AVL9,55.33,2
Q8TDH9-2_BLOC1S5,55.33,4
F8W1H4_,55.33,2
Q13873_BMPR2,55.33,2
J3QS27_ZNF207,55.33,3
Q9BTX7_TTPAL,55.33,14
Q9P0M6_H2AFY2,55.33,1
E5RIQ5_TM2D2,55.33,1
Q13033_STRN3,55.33,3
G3V5E1_CCNK,55.33,5
E7EVC7_ATG16L1,55.34,14
Q9NRY6_PLSCR3,55.34,6
A6NDB9_PALM3,55.34,4
J3KMW4_CENPI,55.34,2
O15230_LAMA5,55.34,6
Q9HBH0_RHOF,55.34,3
G8JLC6_MIA3,55.34,6
P61244-2_MAX,55.34,5
Q6ICL3_TANGO2,55.34,2
P25054-2_APC,55.34,8
Q5JR95_RPS8,55.34,4
P29375_KDM5A,55.34,2
E7EWM3_ZMIZ2,55.35,10
Q9Y237_PIN4,55.35,17
Q02641-2_CACNB1,55.35,1
Q8TA86_RP9,55.35,8
P26885_FKBP2,55.36,20
Q9BSQ5_CCM2,55.36,4
B7Z589_SLC6A9,55.36,4
F8VZY9_KRT18,55.36,2
Q969L4_LSM10,55.36,2
O00142_TK2,55.36,4
Q9H074_PAIP1,55.36,22
O43251-6_RBFOX2,55.36,6
B4DKV7_EPS8L1,55.36,2
Q8N9F0_NAT8L,55.36,1
Q8TBZ3-4_WDR20,55.36,1
P63000_RAC1,55.37,22
Q8N5I9_C12orf45,55.37,6
Q9UQD0-5_SCN8A,55.37,1
E9PKS9_TRAPPC4,55.37,3
K7EIP7_YIPF2,55.37,7
F5H0E9_ESRRA,55.37,3
H0YE28_C11orf31,55.37,5
Q9H4M7-2_PLEKHA4,55.37,1
F8VQR7_CSRP2,55.38,4
Q5GJ75_TNFAIP8L3,55.38,2
P84095_RHOG,55.38,19
B7Z5D1_MLH3,55.38,1
Q8WWX9_SELM,55.38,15
P47756_CAPZB,55.38,3
P67809_YBX1,55.38,5
Q16649_NFIL3,55.38,1
E5RG44_TRIQK,55.38,3
Q9UBS4_DNAJB11,55.38,22
P82094_TMF1,55.39,8
Q9BXR0_QTRT1,55.39,21
P06756-2_ITGAV,55.39,1
P62807_HIST1H2BC,55.39,4
C9JT44_SLC25A38,55.39,1
Q9NZD4_AHSP,55.39,3
J3KT51_HN1,55.39,1
Q96AX2-4_RAB37,55.39,2
PEAR1,55.39,1
Q8IXQ3_C9orf40,55.39,4
P52798-2_EFNA4,55.39,4
Q8N0X4_CLYBL,55.39,10
P84085_ARF5,55.4,19
H7BZH7_GTF3A,55.4,3
H0YDI1_CD58,55.4,1
B1AJW0_FGF13,55.4,1
Q5JTV8-2_TOR1AIP1,55.4,1
Q8NCG7_DAGLB,55.41,2
P62070_RRAS2,55.41,22
Q8IZL8_PELP1,55.41,1
G3XAC1_SLC26A6,55.41,7
Q9NZC3_GDE1,55.41,14
B7WPJ3_GATSL3,55.41,1
E5RJN3_NCAPH2,55.41,1
Q96J92_WNK4,55.41,2
Q9Y680-3_FKBP7,55.41,14
Q9P265_DIP2B,55.42,22
O43148_RNMT,55.42,22
P50395_GDI2,55.42,8
P62826_RAN,55.42,8
P29590-8_PML,55.42,1
Q9UDT6-2_CLIP2,55.42,7
C9JI98_TMEM238,55.42,1
Q6UXG2-2_KIAA1324,55.42,2
P49796-1_RGS3,55.42,2
Q00169_PITPNA,55.42,20
P53370_NUDT6,55.42,8
Q86YS6_RAB43,55.42,6
P49207_RPL34,55.43,12
Q13177_PAK2,55.43,22
Q9BRR6-2_ADPGK,55.43,18
Q9NRP0_OSTC,55.43,9
C9JV49_HARS2,55.43,5
B1AKN6_NFIA,55.43,1
P06865_HEXA,55.44,6
Q8IWE2_FAM114A1,55.44,10
H0YMX4_GATM,55.44,2
O94888_UBXN7,55.44,20
Q9H0K1_SIK2,55.44,9
Q9H8E8_CSRP2BP,55.44,3
Q7Z589_EMSY,55.44,1
P31641_SLC6A6,55.44,7
C9JIY2_KRIT1,55.44,1
Q9NRR8_CDC42SE1,55.44,9
Q8WTW4_NPRL2,55.44,1
Q15063-4_POSTN,55.44,1
A4D1W8_UCC1,55.44,3
M0QX57_KLK3,55.44,2
O00468-2_AGRN,55.45,8
P56749_CLDN12,55.45,2
EXOSC4,55.45,30
J3KN33_CNTLN,55.45,4
Q96NL8_C8orf37,55.45,11
Q9ULC8-2_ZDHHC8,55.45,3
E7ESU7_CTBP1,55.45,3
H3BQH3_KLHDC4,55.45,2
H0YDD3_ALG8,55.45,2
J3KPC8_SIK3,55.45,2
P05062_ALDOB,55.45,6
P10153_RNASE2,55.45,4
Q13287_NMI,55.46,20
Q8N8A2_ANKRD44,55.46,2
Q9P2N6-3_KANSL3,55.46,5
P00167-2_CYB5A,55.46,9
Q5BJH7-6_YIF1B,55.46,4
B7WPL9_PPIP5K1,55.46,1
O00124-2_UBXN8,55.46,3
Q8WY54-2_PPM1E,55.46,7
Q9H903-1_MTHFD2L,55.46,4
Q9Y3A3_MOB4,55.47,4
Q15361_TTF1,55.47,2
P50440-2_GATM,55.47,4
Q8N4N3_KLHL36,55.47,1
F8VW96_CSRP2,55.47,3
H0YK61_EMC4,55.47,10
Q5T985_,55.47,2
Q9NUL3-7_STAU2,55.47,1
Q9BZ23-4_PANK2,55.47,2
H0Y4W2_TRRAP,55.47,8
Q9UBX3_SLC25A10,55.47,6
Q13496_MTM1,55.48,18
Q96D96-4_HVCN1,55.48,2
